"reviews","rating"
"This is not a review for the iPad, but a warning that Amazon is linking the 2018 iPads with Apple Pencil 1 to purchase them together — THEY ARE NOT COMPATIBLE WITH EACH OTHER. 2018 iPad Pros and newer use the Apple Pencil 2.","1.0 out of 5 stars"
"I use my iPad every day for work, not as a computer replacement but as as enhancement. For the most part I review and annotate (many) documents, take notes during meetings, create vector graphics, and make presentations (it is better for that purpose than a laptop, IMO). And yes I also use it for entertainment.Because I use it so much, I decided to upgrade and I don't regret the decision despite the dent in my wallet. The form factor is seriously much more of an improvement than I expected; my wife still refuses to believe the screen is the same size as the previous model (it is). The apple pencil is a slight improvement in terms of operation -- it feels a bit nicer, and I won't miss the removable cap -- but the convenience of attaching it to the side of the device for storage and charging is a game-changer. I no longer have to remember to charge it over-night every few days. I also have the smart folio and it is an excellent improvement over the previous version.The iPad Pro is simply the best-in-class tablet device. The screen is beautiful, it is crazy fast, and the apps are excellent. Since I store my files on iCloud, integration is seemless: documents that I annotate appear on my computer within seconds after changing them. So it is not a laptop replacement for me, but I used it almost as much as I use my laptop.Yes there are some limitations. I'm a heavy Excel user and the iPad version is crippled since macros don't work. I can review and annotate others' spreadsheets, however, which I find more convenient then text boxes or cell comments. I also use LaTeX (rather than Word) and I haven't found anything close to Emacs + AucTeX. And I can't use R on the tablet.Regarding cost: yes , it is expensive. But over its lifetime it will more than justify the expense for me. And, like all Apple products, they are built to last (I still use a 2010 iMac at home as a spare computer and it is quite usable) and they retain their resell value.","5.0 out of 5 stars"
"Don’t buy it!","1.0 out of 5 stars"
"I had the last 10.5"" ipad pro and just upgraded to the new 12.9. I had actually returned the previous gen 12.9 and switched to the 10.5 because it was too large. However, with the minimum bezels on this new ipad, the size is perfect. I love using it for reading news, browsing the web, imessage, netflix/youtube, etc. The screen is incredible, and it never lags. Apple doesn't have much competition for great tablets, and this new generation made the gap even larger. It's expensive, but if you have the money then it's a great device.","5.0 out of 5 stars"
"I use the 2018 iPad Pro 12.9 for 8-12 hours a day for work and play.  To set it up, I just set my iPad Air next to it, and it quickly and automatically transferred everything (apps, settings, etc.).The sound system is beyond belief, with an incredible depth and breadth and richness.  I've had systems with surround sound that didn't sound as good as this tiny critter.  (I was astounded, while watching a movie, when a truck drove across the screen, from right to left, and the sound started in the right speakers and moved to the left speakers as the truck crossed the screen.)  I have hypersensitive hearing and can turn this down very low and still hear every sound and word perfectly.You're just smashing, Apple!  Thank you.  (Plus, your little iPad Air is going on four years now and is still going strong as a backup to this one.)","5.0 out of 5 stars"
"Apple is so far ahead of the curve when it comes to tablets that at this point they are competing with themselves. This thing is fast and the design is beautiful. It is also expensive but I don't regret buying it at all (got the 12.9 64gb wifi from apple). My only concern with the device is durability but I'll take really good care of it.","5.0 out of 5 stars"
"Great product, I use this mainly for photography, however, usb-c connection is so new, there aren’t peripherals to work with, only one I can find at this moment is SD card reader from Apple store, even that doesn’t work until after calling Apple tech support. I am hoping more peripherals available soon so I can export edited photos for backup other than iCloud.","5.0 out of 5 stars"
"so the short story if it is, it works really good, build quality is really good (though I don't know if I'm to consider myself lucky I didn't get a bent iPad right out of the box or others are just making it up, mine came flat as it should) it's fairly simple and easy to handle and use considering it's size, even the speakers are great.the issue is that, the most important thing about a tablet, imo, is the screen, and with either my luck or an issue with the quality control from the screen manufacturer and apple, mine has a minimum of AT LEAST 6 dead pixels right in the middle of the screen, with ""one"" of them being bigger than the rest, either leading be to believe it's dust or multiple dead pixels right next to each other. I only just noticed this, and considering the content I work with is color sensitive, I can't trust the screen quality with this kind of quality control, which obviously doesn't do it's job correctly.no it's not broken on arrival but for what I was intending to use it for it's as good as a really expensive paperweight. I also see no clear way to get a new one without reporting it as dead on arrival, which I can't do because it still functions, and with the way I travel I can't sit waiting for a new one to arrive at my doorstep.1 star review from me unfortunately, I wanted to like it, I really did, we've mostly do but I can't trust the screen with the content I work with knowing this is the kind of quality control $1000+ buys you for A TABLETif Apple are going to keep charging more for new stuff every year I expect the premium we're paying to be enough to pay for someone to make sure these things are in working condition when they arrive at our doorstep.Amazon also needs to clearly state that the product support is with Apple and not Amazon, because I also spent a fair bit of my time with people who did not understand my issue, trying to get product support from them when they were not the ones who were offering it.","1.0 out of 5 stars"
"My iPad Pro 12.9” (3rd Gen) is useless to give a presentation, because of Apple's removal of the headphone jack. :-(Most state-of-the-art, large-scale conference venues use HDMI, but with all of the audio being handled via a plain old analog headphone jack.Apple's own USB-C adapters for HDMI and VGA do not include a headphone jack, making the iPad Pro a no-go for professional presentations. :-(Numerous 3rd-party USB-C A/V adapters have headphone jacks, most of which do not extract the audio from HDMI and are therefore useless.Of seven that I tried, only one properly extracted / separated the audio and sent it out the headphone jack at all times.To make matters worse, Apple enforces HDCP even on my own presentations, so I was at the mercy of the A/V techs (very pro) to employ a sketchy hardware device, a la, HDCP ""spoofer"" to make the HDMI work with their projection / repeaters at a world-class conference venue. :-(I love everything about the portability and versatility and performance of the new iPad Pro, but this one issue is an utter catastrophe and a complete deal-breaker re: the viability of the iPad ""Pro"" in the REAL professional workplace.TO APPLE:  Please add a headphone jack on your A/V adapters and turn off HDCP for non-protected content.","1.0 out of 5 stars"
"Update 4/15/2018: I unfortunately have to downgrade my initial 5 star rating. Recently my iPad has exhibited the dreaded intermittent ‘unresponsive touch screen’. This issue seems to occur in a lot of these iPads a few months after ownership. Look it up online and you’ll see many of these iPads end up this way. Apple, as usual, is useless in fixing the problem, or even admitting anything is wrong. The ‘genius’ customer service is anything but. I would bring mine in for a replacement, but after a lot of research, it appears the same issue often occurs on the replacement devices, so I’m not going to gamble. It’s still usable, but imagine as you’re scrolling, the ‘touch screen’ suddenly because a regular screen, not registering your touch for a few seconds, before it starts working again. It’s beyond annoying. It’s definitely an issue that many will encounter. I mean seriously?! A touch screen device that has issues with an unresponsive screen?! Come on?!————-(Original Review upon purchase)I was always skeptical about the idea of a tablet replacing the need for a laptop, but this new IPad Pro comes close to making me think it’s possible. I’ve been using the 12.9 IPad for a few years now (I had the previous gen one as well), and it’s progressively becoming my daily computing tool for just about everything except for photoshop—interesting enough, a full photoshop will be released for iOS later 2019...we’ll see how that goes.The power is plentiful; at this point, I haven’t used any apps that even come close to tapping into its full performance power. One of the biggest issues I’ve had regarding devices like this is the battery life. If you’re using it daily, and running on battery all the time, the battery will not last very long overall. My experience is that in less than 2 years the battery wants to go—in the case of my previous IPad Pro, the battery life was abyssal after only 1 year of moderate use. This isn’t very acceptable for something that you’re potentially going to use everyday (or a ‘pro’ machine?!). What I do now is leave the charger plugged in (I’m using a slightly more powerful 29W adapter). I’ll unplug maybe once every week, or two weeks sometimes, to let the battery drain.The smaller screen bezels is a nice touch and the absence of the physical home button is just fine. Can’t argue with more screen. As for accessories, I skipped the ‘smart keyboard’; it’s a waste of money in my opinion the new keyboard design has issues of its own. I’ve been using apple’s wireless Bluetooth keyboard, and I much prefer that, as you’ll have more workspace versatility—although you’ll have to carry two pieces of equipment around; a good excuse to get a nice bag to put them in.","1.0 out of 5 stars"
"Ordered this for my Son who has one more semester left of College. To replace the ipad we bought him for High School graduation-2015. He LOVVVVVVVES IT. Expensive, but worth every penny. As was the first one. He was so impressed with clarity, speed, volume, speakers and how he just pressed a button and transferred all his info from iphone over to new ipad. I believe he did so with old ipad to new ipad also. He said it was sooo fast. Perfect to start his career with in June. No more big ole' laptaps. I gave him the choice....the new 12.9ipad pro or another HP laptop. Which by the way still works AWESOME. (Got this for him to use for High School his junior yr. And it is still works perfectly for him). He chose the ipad 12.9 because it will be easier to carry for his new career. Thank you Amazon for getting it here on time. The first one I ordered...well I still have not seen that one. Called Amazon on Friday morning before Christmas and told them I still hadn't received it yet.  And Saturday I had my ipad. Awesome!!! Thank you again Amazon.","5.0 out of 5 stars"
"you spend $1000 and they put nothing but functional charger. they eliminated 3.5 jack so evevry one had to buy 3.5 to lighting adapter, yeah they put it in the box for up to iPhone X but who kept that not losing it?now they changed to USB type-C. still no 3.5mm jack. Sound work important for me, so I downgraded from iPhone X, 7 to 6S plus. now this time, I returned this thing. I am keeping my iPad Pro 2nd Gen. Apple Bluetooth products are ok but not for sound work quality at all. all those lighting adapters, and USB-C adapter thing destroyed the quality of sound. so I thought they made amazing wireless transmission for Bluetooth devices they offer, but heck no. people who listened to crappy earbuds ALWAY praise apple air pod or stock earbud. well, they never had even $69.99 earbud and have no clue what good sound is like. Apple cellphones and iPad have good interface and OS and hardware, but it looks like this it. My 6S is going to be my last iPhone and iPad Pro 2nd gen will be my last iPad. they did not even include USB-C adapter in this over $1000 products and apple Net Profit is 13%, very high compared to any corporation in any industry in any country. They are even famous for not distributing a dividend to stockholders that resulted in warning from the gov. and I can not charge and work together, they don't even put lastest battery cells which are lighter, higher capacity, charges faster, with longer life cycle and better capacity retention. Samsung Batteries are GUARANTEED TO LOSE ONLY 2% capacity in TWO years since 2017. come on apple.","1.0 out of 5 stars"
"First, let me admit that yes, this thing is expensive. Add on an Apple Pencil and ""expensive"" starts to border on ""ridiculously expensive."" The good news is that it's worth every penny. Prior to purchasing the iPad Pro, I purchased a screen tablet for use with my Mac. I figured that I'd end up using the iPad when I was out and about and use the screen tablet when I was home. And that's what happened initially. Now I rarely use the screen tablet.One of the reasons I justified getting the iPad was the news that Photoshop (real, full Photoshop) would be coming to iOS some time soon. I didn't figure that anything out there was as feature complete as Photoshop for art purposes. I quickly found, however, that Procreate is close enough (and getting better all the time). Coupled with the 2nd generation Pencil, Procreate gives me everything I need to create art in a way that feels almost identical to traditional media (there will always be somewhat of a disconnect).On the productivity front, I can Remote Desktop into the servers at work and do anything I would normally need a laptop for right on the iPad. And the large screen makes it a great experience.Performance is insane. I never feel like I'm having to wait on the iPad to do anything. The screen is brilliant (I have a matte finish screen protector applied to give the screen some ""tooth"" while drawing, so it's not as colorful looking as it is unadorned, but it's still beautiful). Battery life is exceptional (though not as great as the iPad Air that I came from). USB Type C connectivity is a welcome addition. All in all, it's a great product. It might actually be the best piece of hardware that Apple is making currently, given the complaints with the current line of MacBook Pros.","5.0 out of 5 stars"
"Apple is so cheap...you now have to buy an adapter for headphone because the only input is the USB-C jack. They don’t tell you this when you buy it. You have to learn the hard way that there is no headphone jack. And, you cannot charge while using headphones because the charging input is being used for headphones. They also do not tell you that the screen size is diagonal, so a 12.9” screen is really under 11”. They are becoming too greedy and this will probably be my last Apple product ever because of shady advertising practices and undisclosed buy-ups that you need to function.","2.0 out of 5 stars"
"Got this as replacement for an ultra portable windows machine; and got it at the same time as the surface pro.To be honest; it is yet another ipad; expensive one, but that's a given, being Apple-made. Quality is good; feel solid and the screen is great. Is it worth the price? For me no; but for you that may depend.I am a developer, and I manage, so my needs are portability; touch screen and ability to do my work anywhere. While an ultra portable laptop is great; I wanted the touch capability; especially via pen or some similar devices.Got this device, and from the first time I used it, it felt exactly like an ipad; I have an Air, that I use for light productivity; which is totally inadequate for most of my work; and sadly, this device is in the same group, being an oversized ipad.The os is still iOS; which is great if all you do is use apps, but I write code, so I need compilers, I need 2d and 3d apps to do my job; and for the managing part, I need to take notes and address tasks. Some of these activities can be done with the ipad pro; but I assume when they made this device, they marketed it for artists or people with disposable income, that just use mail and surf internet. Which is not me.I can't use this as desktop device, since the screen is small, the keyboard attachment is also serviceable but not great, and compared to other small form factor devices, that can support docks and full connections to external devices, this one doesn't make the cut.As portable device, it is OK, but I can't code on it. Can't use any 3d engine IDE, and unless I want to write text files and then send them to my dropbox to be then imported in Xcode or Visual studio, I can't really write any meaningful code.iOS limit the apps I can run on this device; which is a beast if we speak in terms of raw power. But Apple was able to put a 600 HP engine in a Geo, which means that you will be happily overpay for a small city car that could do much more, but for some reasons, it is crippled.Pretty sure that artists will love this device, so they can run at the speed of light while drawing; but if you plan to use this as desktop replacement, look toward a surface pro. You get a full Windows OS there, and a dock that transform your tablet into a laptop or a desktop replacement. On top of that, you can make it dual boot and install either Linux or OSX on the surface; and that open up a world of possibilities.","3.0 out of 5 stars"
"I absolutely love this iPad. I have always been a computer person, but since I got this product my workflow has changed for the better. I use this iPad every day to write notes, read books, watch movies, etc. I have even used it to give a  lecture on campus. The screen display is gorgeous and I prefer watching movies and TV series here than in my computer screen. Owning this iPad  and using it to take notes has convinced me on going paperless, since writing with a new Apple Pencil feels great, even better than writing with pencil and paper in my opinion. This is the first Apple product that I own and I was pleasantly surprised by the quality of the apps that are available. The battery life for this device is really good,  lasting over a day of frequent use. The performance is excellent, it has never frozen, lagged, restarted, or glitched in over a month of daily use. I recommend this product if you are looking for something reliable to take notes digitally and consume media like books and videos on the go.","5.0 out of 5 stars"
"I disliked the keyboard very hard for me to type and it kept dropping my wi-fi, so I returned it and am going to try an 11” this time","1.0 out of 5 stars"
"New but wrapper open  by brand new in box","3.0 out of 5 stars"
"One star for shipping, Lazership a company that amazon uses to deliver in NYC, Lazership guys will also open the package to see what it is, not enough people complain to amazon about this company. I wish amazon could give me the option of having Fedex or ups deliver because then they would actually deliver to my door, (i would pay extra for this). The Ipad is great I use it for reading pdf's and after i turn off all other services and deactivating all apps i dont use i get about 30 to 40mins of reading time to 1% of battery use. Screen at 20% to 30% brightness.  also if you switch to black and white mode you will get a few more min per % of battery.  Your milage may vary based on if you are zooming in and out a lot, but you will still get long run time.","1.0 out of 5 stars"
"Beautiful!  Wonderful!  Amazing!  I absolutely love it.  Gorgeous picture...great sound...user friendly.  I am a senior citizen and was concerned that I might not be up to date enough to benefit from this new iPad.  No problem!  My kids laugh at how much I love my new friend.  I am having fun, learning lots of new things and enjoying some great entertainment.  Worth every penny.","5.0 out of 5 stars"
"Upadte 2: while traveling, my husband notice the screen cracked. Not even a year old and screen cracked. We don’t even know how, just appeared one day. Looked at prices to replace screen, but they are way over priced like always with Apple products. I put a case around it and will continue to use it that way since the crack is in the corner and doesn’t really bother us. Not happy with iPad thus far, was my first Apple purchase for me and so far, had dead unit, and screen crack???, think it might have been due to heat, but can not say for sure. It was fine after we landed, a week later it sat on a table and then the crack appeared. I also wish it was more user friendly. I think next time even thou I don’t like Windows to much either, I might go with a surface. Expensive and well expensive.... everything.Update: after Apple got me a “new” one, which i think after buying the new one and it being broken out of the box, they gave me a refurbish one. So I was a little like what the because 1200, and now a refurb? But the new one is working well. I use it to teach my son at home, and of course we also use it for fun sometimes.The one thing that I hate about Apples, well more then one it the storage issues, and price so high. I not sure you get what you pay for. I have figured out how to get extra storage, but I wonder why Apple doesn’t just allow for a port that would make it a lot easier. I have done computer support for years and have stayed away from Apple for reason of price, user friendliness and storage issues. My husband got me the iPhone, which I would gladly have taken another with better storage options. This unit does work well for what I needed it for, but again I think I could have gotten Android way cheaper and done the same stuff. I have the 12.9 “, and it is nice to work on the bigger screen. I have not had any issues except for the beginning dead unit. Apple IOS is more stable then Windows, but I have had a few apps just close down in the middle of working. It is a nice tablet that could use a few improvements, especially for the price.So right out the box, my unit came powered on and had  86% battery. Problem was charger was not charging the  unit. I talked with Amazon support who did basics unplug, new wall outlet... Then patch me to Apple support who had me reset the unit and then he tried to remote in but was unable, so next day I went to Apple store. So after awhile find out brand new unit is the issue broken and they could order one or I could see if Amazon would take it back. Support did there jobs. I have to wait now to get the next one and see if it works. This was my first time I purchased an apple device and it did not go well thus far. I had someone buy me an iPhone, but I have had that in the shop as well. Apple products use to be so good. I hope they get back to quality product. Will try and update this once I finally get a working unit. Good thing I can still use my old tablets right now for what I need for school.....","3.0 out of 5 stars"
"I had iPad Pro 12.9 1st gen and it’s still fast and good but that new 2018 iPad Pro is really beautiful. I like how fast I’m able to unlock it using face ID and display is more crisp and clear. I had MacBook Pro but I barely use it because I’m able to to do almost anything on my iPad Pro. The only thing I find frustrating is the very small 3ft charging cable (1st gen had 6ft)","5.0 out of 5 stars"
"Upgraded from the iPad Air from at least 3 years ago, and it was a great iPad. I have had an iPad since the day the original one released and to see how far it has come with the 12.9"" Pro is astonishing. It is one of the best screens ever. And the Pencil 2 works like a dream.I primarily use it for split-screen with the Kindle app and Notability. You can also see two Bible verse translations side-by-side on the super popular YouVersion Bible app. I love to have the NIV and the NRSV side by side, scrolling along with each other, able to highlight in both.Using the pencil to highlight on the Kindle is amazing, and having more than 1 color is a nice feature. I love having all my highlights for every book I read and all my notes in Notability. The handswriting features in Notability are stellar.My daughter uses it for Procreate and it is awesome what she can do. It seems professional quality and is quite fun to use also.Can't go wrong and they won't update the Pro until at least November 2019, but maybe even later than that, as they are not all on yearly update cycles like the phone.","5.0 out of 5 stars"
"I received an shipment this morning of a new ipad pro.  The box felt a little heavy, but it's my first ipad, so I didn't think anything of it.  Upon opening the amazon box, there was a new looking ipad pro box, wrapped in plastic with a barcode, and all of the labels for the item on the backside of the box.  It looked legit to me :(.  So I cut the plastic and lifted the cover revealing a stack of printer paper in the box, and nothing else","1.0 out of 5 stars"
"I have had an iPad since the iPad 2. Here is what I have had so far.iPad 2, iPad 3, iPad 4, iPad Air , iPad Air 2, iPad mini Retina. Now this .First ill say this its a BEAST. But loving it. The screen is bright responsive and just incredible. So far the best tablet for artists and video professionals.. I paired this with a NEVO G2 tablet stand, A Rav Power Filehub (latest model) and a ZUGU CASE The Muse Case - 2018 iPad Pro 12.9 inch 3rd Gen case and WOW very awesome setup. I do have an older still working Bluetooth keyboard that matches this setup VERY nicely. If you want something that is lightning fast and great for illustration and work this is it. Battery life could be a tad better though.. The file hub for importing video files. Make sure your using 5G. its the easiest way to get video into this tablet. And the NEVO G2 tablet stand is an amazing stand its very well built and allows for a lot of different positions without risking your tablet falling. It locks the tablet in place well and even can accommodate the ZUGU Case with Apple Pencil so you do not even have to remove the case or Pencil. If your a professional get this tablet its well worth the price of admission.","5.0 out of 5 stars"
"At first I was a bit skeptical at spending all this money on a tablet, when I could buy a nice tv. However it was totally worth it. I didn’t want a laptop because it seemed to clunky for what I desired, so I went with the iPad which is a more fun way of doing work. I’m more inclined to use the iPad than a laptop. The processing power followed by its nearly 4K quality screen (the iPad’s screen being 2732 by 2048 resolution and 4K being 3840 by 2160 resolution) makes the iPad not only a great laptop replacement (especially with the upcoming iPad OS) it also makes for a great gaming and media consumption device.PS: Battery life is great for how much energy it takes for great quality sound and a great quality screen. Also gets charged quickly with the new USB type C.","5.0 out of 5 stars"
"DOA - Received my NEW iPad today.  It would not turn on; black screen.  Charged it for 2 hours.  Did a hard reboot 15 or more times.  Nothing.  DEAD.  I then contacted Apple, they advised me to take it to the store to run a diagnostic test to determine the issue. They tried to restore device in iTunes to reset to factory condition. Still nothing.  They were nice enough to give me a new iPad and let me buy Apple Care.  Also, if you buy, make sure you check the serial numbers purchase date.  Mine was Oct 29th.  That is the date your 1 year warranty begins.  Very important to check.  I will NEVER buy an iPad on Amazon again.  Too many unknowns!!!  I’m glad it worked out for me and the Apple Store was awesome!!!!!! I love my new iPad that I got from the Apple store.  Just be careful what your getting.","1.0 out of 5 stars"
"This is my second iPad-Pro.  The first one crashed and burned after only three years (touch screen froze and the folks at the Apple Store Technical Service  tried but couldn't do it.)The only problems with this one is strictly, so far, with Apple itself and their seeming lack of continuity or care.  The first one has a power supply cord with a USB connector to connect to the transformer and  plug to charge the iPad.  I bought a spare in case the wire wore out, for $40.  This new one has a completely different set-up.  There is no USB end to the transformer.  It can't be connected to  my HP laptop, as the other one could, to commect with iTunes for service help,  for example.  The power cord on this new one is also four feet shorter than the other.  I now need an extension cord for the power cord.I called Apple Customer Service.  The nice lady cheerfully said it's perfectly OK to use the previous transformer and its USB connector,  Same voltage.That's true.  But wrong!  The problem is that Apple re-engineered the plug to connect to the iPad.  The ones I have are incompatical and won't fit. They're useless. This one came with no USB  connection line.  Does that cost extra?  Don't know yetThe first one came with an earphone jack, which is nice when on an airplane, as example.  This one doesn't.  They both have Blue Tooth, so that's about another $100 for a high-quality set.The ""Trusted Phone Number"" for getting security codes over and over again to prove who I am has changed.  I'm no longer in the state or even country where I bought the first one and now have a different phone number.  It's a land line. then and it is now. When setting this new one up to regain my account, it recognized my ID and password.  No problem.  Then, to prove who I am, it will send their six-digit code to me -- over my ""Trusted Phone Number.""  Over 1,500 miles away.Apple customer service essentially said ""tough.  It's your problem, we can't help.  You have to do it yourself.""  The option was to get someone to get to my ""Trusted Phone Number"" there (it was still active, fortunately) and call me immediately with the codes -- before they timed-out.  The alternative was to go through a laboreousprocess that could take over a week.Once I FINALLY got this new iPad Pro active, I could finally change my ""Trusted Phone Number.""Again, when it works, I think the product is great.  Justv expect a hassle if there's an issue.","2.0 out of 5 stars"
